author,clickbait_reasons,clickbait_score,collection_method,fact_check_rating,fact_check_title,feed_url,headline,headline_original,id,label,labeling_method,needs_review,published_at,scraped_at,section,source,source_type,split,url,headline_language_detected,headline_language_probability,headline_translation_reason,headline_translation_method
,,0.0,news_sitemap,,,,"Denis Urubko y la guerra contra el alpinismo artificial: ""Hay que respetar el entorno, recoger la basura, es fácil y no cuesta dinero","Denis Urubko y la guerra contra el alpinismo artificial: ""Hay que respetar el entorno, recoger la basura, es fácil y no cuesta dinero",a731137d432c86a2,informativo,weak-rules-v1.2,False,2026-04-20T15:28:45+00:00,2026-04-20T23:38:30.049840+00:00,,Mundo Deportivo,internacional,train,https://www.mundodeportivo.com/solonieve/20260420/1004172925/denis-urubko-guerra-alpinismo-artificial-hay-respetar-entorno-recoger-basura-facil-no-cuesta-dinero.html,es,0.999997,kept,kept_original
,,0.0,news_sitemap,,,,Silbon triunfa en el Museo Thyssen de Madrid con Caprile y la hija de Carlos Herrera,Silbon triunfa en el Museo Thyssen de Madrid con Caprile y la hija de Carlos Herrera,e0779ce25fb5aef7,informativo,weak-rules-v1.2,False,2026-04-19T12:07:24+02:00,2026-04-20T23:38:18.969245+00:00,,ABC,internacional,train,https://www.abc.es/espana/andalucia/cordoba/silbon-triunfa-museo-thyssen-madrid-caprile-hija-20260419120711-nts.html,es,0.999997,kept,kept_original
,,0.0,sitemap_url_slug,,,,comienza el itunes festival 2013,comienza el itunes festival 2013,321208127b544e63,informativo,weak-rules-v1.2,False,2013-09-01T21:04:56+00:00,2026-04-20T23:34:10.197887+00:00,,FMDOS,nacional,train,https://www.fmdos.cl/noticias/comienza-el-itunes-festival-2013/,it,0.571427,kept,kept_original
David Ruiz Marull,,0.0,rss,,,https://www.lavanguardia.com/rss/home.xml,Arqueólogos de la UB hallan una momia con un papiro con un fragmento de la Ilíada en su interior,Arqueólogos de la UB hallan una momia con un papiro con un fragmento de la Ilíada en su interior,965437146f7c67ac,informativo,weak-rules-v1.2,False,2026-04-20T12:23:41+02:00,2026-04-20T23:38:05.972425+00:00,Cultura,La Vanguardia,internacional,train,https://www.lavanguardia.com/cultura/20260420/11517991/arqueologos-ub-descubren-egipto-papiro-catalogo-naves-iliada-homero-oxirrinco-momia-2-000-anos.html,es,0.999996,kept,kept_original
,,0.0,sitemap_url_slug,,,,bon jovi llega a chile este 13 de septiembre,bon jovi llega a chile este 13 de septiembre,bae9b88214d5df50,informativo,weak-rules-v1.2,False,2013-06-25T16:15:52+00:00,2026-04-20T23:34:10.194264+00:00,,FMDOS,nacional,train,https://www.fmdos.cl/noticias/bon-jovi-llega-a-chile-este-13-de-septiembre/,fr,0.571426,kept,kept_original
,,0.0,news_sitemap,,,,Un abrazo a la vez: cómo un hombre del condado de Down brinda amabilidad,One hug at a time: How a County Down man is handing out kindness,4b1f8f28749349c5,informativo,weak-rules-v1.2,False,2026-04-19T05:47:12+00:00,2026-04-20T23:35:19.025804+00:00,,BBC Mundo,internacional,train,https://www.bbc.com/news/articles/c20d2nv8dwlo,en,0.999997,detected_non_es,GoogleTranslator(auto->es)
,concrete_informative_signals,0.0,news_sitemap,,,,"Clima hoy en Malvinas Argentinas, Buenos Aires: el pronóstico del tiempo para este lunes 20 abril de 2026","Clima hoy en Malvinas Argentinas, Buenos Aires: el pronóstico del tiempo para este lunes 20 abril de 2026",338ea1080e5c34fb,informativo,weak-rules-v1.2,False,2026-04-20T03:17:11+00:00,2026-04-20T23:37:29.566517+00:00,,Clarin,internacional,train,https://www.clarin.com/informacion-general/clima-hoy-malvinas-argentinas-buenos-aires-pronostico-tiempo-lunes-20-abril-2026_0_k9AOGPPd9p.html,es,0.999995,kept,kept_original
,vague_subject,0.1,sitemap_url_slug,,,,el seductor mas odiado del mundo,el seductor mas odiado del mundo,6a8f6f4da3c92565,informativo,weak-rules-v1.2,False,2014-11-26T18:29:03+00:00,2026-04-20T23:34:10.221335+00:00,,FMDOS,nacional,train,https://www.fmdos.cl/te-para-dos/el-seductor-mas-odiado-del-mundo/,es,0.999996,kept,kept_original
Redacción Foodie,vague_subject,0.1,rss,,,https://www.mundodeportivo.com/rss/home.xml,"El refugio entre viñedos a media hora de BCN con hotel, bodega y alta gastronomía","El refugio entre viñedos a media hora de BCN con hotel, bodega y alta gastronomía",5bed22145aeb680a,informativo,weak-rules-v1.2,False,2026-04-19T07:00:00+02:00,2026-04-20T23:38:20.508712+00:00,Restaurantes,Mundo Deportivo,internacional,train,https://www.mundodeportivo.com/foodie/barcelona/restaurantes/20260419/1004172227/rima-refugio-vinedos-media-hora-barcelona-hotel-bodega-alta-gastronomia-dct.html,es,0.999994,kept,kept_original
,curiosity_gap:lo que,0.26,sitemap_url_slug,,,,no dimensionaba lo que era esteban paredes en colo colo es como palermo en boca juniors,no dimensionaba lo que era esteban paredes en colo colo es como palermo en boca juniors,3d6102766d4ad8f9,informativo,weak-rules-v1.2,False,2026-04-13T10:00:04.729000+00:00,2026-04-20T23:35:10.003569+00:00,,En Cancha,nacional,test,https://www.encancha.cl/futbol-chileno/colo-colo/2026/04/12/no-dimensionaba-lo-que-era-esteban-paredes-en-colo-colo-es-como-palermo-en-boca-juniors/,es,0.999995,kept,kept_original
Aitziber Azpeitia González,,0.0,rss,,,https://www.lavanguardia.com/rss/home.xml,"“Quería dignificar a esas mujeres anónimas, silenciadas en la historia del arte y la música”","“Quería dignificar a esas mujeres anónimas, silenciadas en la historia del arte y la música”",a6fb37bc77bda6f9,informativo,weak-rules-v1.2,False,2026-04-20T16:51:40+02:00,2026-04-20T23:38:05.982605+00:00,Cultura,La Vanguardia,internacional,validation,https://www.lavanguardia.com/cultura/20260420/11518277/queria-dignificar-mujeres-anonimas-silenciadas-historia-arte-musica.html,es,0.999995,kept,kept_original
,,0.0,news_sitemap,,,,"Olot - Barça Atlètic, en directo: Segunda Federación Grupo 3","Olot - Barça Atlètic, en directo: Segunda Federación Grupo 3",120a1fd15d74f677,informativo,weak-rules-v1.2,False,2026-04-19T15:52:58+00:00,2026-04-20T23:38:30.071790+00:00,,Mundo Deportivo,internacional,train,https://www.mundodeportivo.com/futbol/fc-barcelona/20260419/1004172226/olot-barca-atletic-directo-segunda-federacion-grupo-3.html,ca,0.714283,kept,kept_original
,,0.0,sitemap_url_slug,,,,ladron argentino intenta asaltar a turista y termina grabado en camara era el cumpleanos de su hijo,ladron argentino intenta asaltar a turista y termina grabado en camara era el cumpleanos de su hijo,20e781d447471801,informativo,weak-rules-v1.2,False,2025-11-14T19:25:59+00:00,2026-04-20T23:33:16.666202+00:00,,Pagina 7,nacional,train,https://www.pagina7.cl/videos-destacado/ladron-argentino-intenta-asaltar-a-turista-y-termina-grabado-en-camara-era-el-cumpleanos-de-su-hijo/,es,0.999996,kept,kept_original
,concrete_informative_signals,0.0,news_sitemap,,,,"Clima hoy en Luján, Buenos Aires: el pronóstico del tiempo para este domingo 19 abril de 2026","Clima hoy en Luján, Buenos Aires: el pronóstico del tiempo para este domingo 19 abril de 2026",c1dfeee2a3f64e60,informativo,weak-rules-v1.2,False,2026-04-19T03:16:48+00:00,2026-04-20T23:37:29.623175+00:00,,Clarin,internacional,train,https://www.clarin.com/informacion-general/clima-hoy-lujan-buenos-aires-pronostico-tiempo-domingo-19-abril-2026_0_gMp2Uwgy2r.html,es,0.999997,kept,kept_original
,direct_address:tu,0.12,sitemap_url_slug,,,,elige tu cancion favorita de la sociedad y viaja a buenos aires,elige tu cancion favorita de la sociedad y viaja a buenos aires,abfc93f20c45c284,informativo,weak-rules-v1.2,False,2013-03-18T11:11:26+00:00,2026-04-20T23:34:10.189192+00:00,,FMDOS,nacional,train,https://www.fmdos.cl/concursos/elige-tu-cancion-favorita-de-la-sociedad-y-viaja-a-buenos-aires/,es,0.999997,kept,kept_original
,,0.0,sitemap_url_slug,,,,bayern munich real madrid revancha campeones orix,bayern munich real madrid revancha champions orix,2b6f60b0d609a468,informativo,weak-rules-v1.2,False,2026-04-15T01:07:34.949000+00:00,2026-04-20T23:36:22.171846+00:00,,CNN Espanol,internacional,train,https://cnnespanol.cnn.com/2026/04/14/deportes/bayern-munich-real-madrid-revancha-champions-orix,en,0.999996,detected_non_es,GoogleTranslator(auto->es)
,,0.0,sitemap_url_slug,,,,historica autorizacion para cultivar marihuana con fines medicinales,historica autorizacion para cultivar marihuana con fines medicinales,fc9ddd3571ba5448,informativo,weak-rules-v1.2,False,2025-11-14T19:28:40+00:00,2026-04-20T23:33:16.693097+00:00,,Pagina 7,nacional,test,https://www.pagina7.cl/foto-del-dia/historica-autorizacion-para-cultivar-marihuana-con-fines-medicinales/,es,0.999995,kept,kept_original
,,0.0,sitemap_url_slug,,,,chileno fue figura en uno de los clasicos mas importantes de sudamerica se me estan dando las cosas,chileno fue figura en uno de los clasicos mas importantes de sudamerica se me estan dando las cosas,00d5e98ef1c944f5,informativo,weak-rules-v1.2,False,2026-04-05T15:58:15.960000+00:00,2026-04-20T23:35:10.036093+00:00,,En Cancha,nacional,validation,https://www.encancha.cl/chilenos-por-el-mundo/2026/04/05/chileno-fue-figura-en-uno-de-los-clasicos-mas-importantes-de-sudamerica-se-me-estan-dando-las-cosas/,es,0.999996,kept,kept_original
,sensational_language:urgente,0.15,sitemap_url_slug,,,,gobierno confirma prorroga a alza de la luz busca plan urgente ya que aumento seria en pleno invierno,gobierno confirma prorroga a alza de la luz busca plan urgente ya que aumento seria en pleno invierno,b88dc943320a6021,informativo,weak-rules-v1.2,False,2026-03-30T15:16:10-03:00,2026-04-20T23:28:49.377866+00:00,,BioBioChile,nacional,train,https://www.biobiochile.cl/noticias/economia/actualidad-economica/2026/03/30/gobierno-confirma-prorroga-a-alza-de-la-luz-busca-plan-urgente-ya-que-aumento-seria-en-pleno-invierno.shtml,es,0.999995,kept,kept_original
,,0.0,sitemap_url_slug,,,,detienen a cuatro sujetos por robo de camion con electrodomesticos en recoleta,detienen a cuatro sujetos por robo de camion con electrodomesticos en recoleta,2fc64236a59a15cd,informativo,weak-rules-v1.2,False,2026-04-17T14:22:27.236000+00:00,2026-04-20T23:29:50.303956+00:00,,La Tercera,nacional,train,https://www.latercera.com/nacional/noticia/detienen-a-cuatro-sujetos-por-robo-de-camion-con-electrodomesticos-en-recoleta/,es,0.999994,kept,kept_original
,,0.0,news_sitemap,,,,La competición de atletismo de un día convirtió a Finfinnee en una de las 10 capitales del mundo.,Dorgommiin atileetiksii guyyaa tokkoo Finfinnee magaalota ijoo addunyaa 10 keessaa tokko godhe,f3b1d7acef43b819,informativo,weak-rules-v1.2,False,2026-04-19T06:16:35+00:00,2026-04-20T23:35:19.026297+00:00,,BBC Mundo,internacional,train,https://www.bbc.com/afaanoromoo/articles/cz0e574ee33o,so,0.999996,detected_non_es,GoogleTranslator(auto->es)
,,0.0,sitemap_url_slug,,,,eeuu sanciones banco central venezuela delcy orix,eeuu sanciones banco central venezuela delcy orix,408a96040a269b8b,informativo,weak-rules-v1.2,False,2026-04-15T19:46:07.144000+00:00,2026-04-20T23:36:22.168785+00:00,,CNN Espanol,internacional,train,https://cnnespanol.cnn.com/2026/04/15/venezuela/eeuu-sanciones-banco-central-venezuela-delcy-orix,es,0.999994,kept,kept_original
,,0.0,news_sitemap,,,,"Un hombre mata a tiros a ocho niños, siete de ellos sus hijos, en Luisiana","Un hombre mata a tiros a ocho niños, siete de ellos sus hijos, en Luisiana",0602f53a7f0cbd51,informativo,weak-rules-v1.2,False,2026-04-19T18:53:17+02:00,2026-04-20T23:38:18.947233+00:00,,ABC,internacional,train,https://www.abc.es/internacional/hombre-mata-tiros-ocho-ninos-tras-disputa-20260419185315-nt.html,es,0.999996,kept,kept_original
,,0.0,news_sitemap,,,,Una final del Godó que pasará a la historia,Una final del Godó que pasará a la historia,4fe0ee5002c84b97,informativo,weak-rules-v1.2,False,2026-04-19T05:00:00+00:00,2026-04-20T23:38:30.084925+00:00,,Mundo Deportivo,internacional,train,https://www.mundodeportivo.com/tenis/conde-godo/20260419/1004172210/final-godo-pasara-historia.html,es,0.999995,kept,kept_original
,,0.0,sitemap_url_slug,,,,uso motosierra pero termino lesionado y detenido detalles tras batalla campal en cortejo funebre de pareja de machi,uso motosierra pero termino lesionado y detenido detalles tras batalla campal en cortejo funebre de pareja de machi,d02e01e0f59eb595,informativo,weak-rules-v1.2,False,2026-04-16T16:27:17.312000+00:00,2026-04-20T23:32:58.263898+00:00,,La Cuarta,nacional,train,https://www.lacuarta.com/chile/noticia/uso-motosierra-pero-termino-lesionado-y-detenido-detalles-tras-batalla-campal-en-cortejo-funebre-de-pareja-de-machi/,es,0.999997,kept,kept_original
,concrete_informative_signals,0.0,news_sitemap,,,,"Horóscopo Sagitario de hoy, 19 de abril de 2026: las predicciones para la salud, el amor y el dinero","Horóscopo Sagitario de hoy, 19 de abril de 2026: las predicciones para la salud, el amor y el dinero",d133d0ab9c52c1fa,informativo,weak-rules-v1.2,False,2026-04-19T01:00:08+00:00,2026-04-20T23:37:29.639635+00:00,,Clarin,internacional,train,https://www.clarin.com/astrologia/horoscopo-sagitario-hoy-19-abril-2026-predicciones-salud-amor-dinero_0_wMTFyvC0w3.html,es,0.999997,kept,kept_original
,,0.0,sitemap_url_slug,,,,en vivo newells vs san lorenzo por torneo clausura 2026 minuto a minuto del partido,en vivo newells vs san lorenzo por torneo clausura 2026 minuto a minuto del partido,b468a15e37a18f5b,informativo,weak-rules-v1.2,False,2026-04-12T19:56:20.937000+00:00,2026-04-20T23:35:10.006420+00:00,,En Cancha,nacional,train,https://www.encancha.cl/internacional/2026/04/12/en-vivo-newells-vs-san-lorenzo-por-torneo-clausura-2026-minuto-a-minuto-del-partido/,it,0.714282,kept,kept_original
,,0.0,news_sitemap,,,,Horóscopo de hoy lunes 20 de abril de 2026,Horóscopo de hoy lunes 20 de abril de 2026,da1078b93fe5813c,informativo,weak-rules-v1.2,False,2026-04-19T23:00:10+02:00,2026-04-20T23:38:18.960612+00:00,,ABC,internacional,train,https://www.abc.es/recreo/horoscopo-lunes-20-abril-2026-nsv-20260420230005-nt.html,es,0.999995,kept,kept_original
,,0.0,news_sitemap,,,,Los “Aces solidarios” de Banco Sabadell se dedican este año a las enfermedades raras,Los “Aces solidarios” de Banco Sabadell se dedican este año a las enfermedades raras,e44bcbca27c1a383,informativo,weak-rules-v1.2,False,2026-04-19T04:00:00+00:00,2026-04-20T23:38:30.082663+00:00,,Mundo Deportivo,internacional,train,https://www.mundodeportivo.com/tenis/20260419/1004171756/aces-solidarios-banco-sabadell-dedican-ano-enfermedades-raras-brl.html,es,0.999995,kept,kept_original
,direct_address:mira;vague_subject,0.22,sitemap_url_slug,,,,el resto solo los mira alcaraz y sinner definiran el titulo del masters de montecarlo,el resto solo los mira alcaraz y sinner definiran el titulo del masters de montecarlo,257e2eedadfbfb58,informativo,weak-rules-v1.2,False,2026-04-11T15:15:36.149000+00:00,2026-04-20T23:35:10.011385+00:00,,En Cancha,nacional,train,https://www.encancha.cl/polideportivo/tenis/2026/04/11/el-resto-solo-los-mira-alcaraz-y-sinner-definiran-el-titulo-del-masters-de-montecarlo/,es,0.85714,kept,kept_original
,,0.0,sitemap_url_slug,,,,actor john malkovich posa como marilyn monroe y che guevara para fotografo estadounidense,actor john malkovich posa como marilyn monroe y che guevara para fotografo estadounidense,63a79aa5dcd5a03c,informativo,weak-rules-v1.2,False,2025-11-14T19:26:12+00:00,2026-04-20T23:33:16.668315+00:00,,Pagina 7,nacional,train,https://www.pagina7.cl/fotogaleria/actor-john-malkovich-posa-como-marilyn-monroe-y-che-guevara-para-fotografo-estadounidense/,es,0.999995,kept,kept_original
,,0.0,news_sitemap,,,,La esclusa del Puerto tendrá un complejo blindaje tecnológico para proteger Sevilla de las inundaciones,La esclusa del Puerto tendrá un complejo blindaje tecnológico para proteger Sevilla de las inundaciones,ff9e2d083b70881c,informativo,weak-rules-v1.2,False,2026-04-19T06:59:41+02:00,2026-04-20T23:38:18.976855+00:00,,ABC,internacional,train,https://www.abc.es/sevilla/ciudad/esclusa-puerto-complejo-blindaje-tecnologico-proteger-sevilla-20260419192832-nts.html,es,0.999996,kept,kept_original
,,0.0,sitemap_url_slug,,,,agenda nacional balance y futuro de la educacion chilena segunda parte,agenda nacional balance y futuro de la educacion chilena segunda parte,b6677965e8834277,informativo,weak-rules-v1.2,False,2011-11-19T15:30:00+00:00,2026-04-20T23:28:55.090471+00:00,,CNN Chile,nacional,train,https://www.cnnchile.com/pais/agenda-nacional-balance-y-futuro-de-la-educacion-chilena-segunda-parte_20111119/,es,0.999997,kept,kept_original
,,0.0,sitemap_url_slug,,,,la fase de mayor riesgo ha sido superada clc redujo sus perdidas un 39 en 2025 y aumento su actividad,la fase de mayor riesgo ha sido superada clc redujo sus perdidas un 39 en 2025 y aumento su actividad,5e543d20f4fb55a2,informativo,weak-rules-v1.2,False,2026-04-16T21:14:28.473000+00:00,2026-04-20T23:29:50.310295+00:00,,La Tercera,nacional,validation,https://www.latercera.com/pulso/noticia/la-fase-de-mayor-riesgo-ha-sido-superada-clc-redujo-sus-perdidas-un-39-en-2025-y-aumento-su-actividad/,es,0.999995,kept,kept_original
,,0.0,news_sitemap,,,,Kiev: Hujumchi ko‘chada o‘t ochdi va supermarketda odamlarni garovga oldi,Kiev: Hujumchi ko‘chada o‘t ochdi va supermarketda odamlarni garovga oldi,edf0c19ebdd4b8e7,informativo,weak-rules-v1.2,False,2026-04-19T06:51:44+00:00,2026-04-20T23:35:19.027484+00:00,,BBC Mundo,internacional,train,https://www.bbc.com/uzbek/articles/c5y7v3ld5g7o/lat,sl,0.571428,kept,kept_original
,concrete_informative_signals,0.0,news_sitemap,,,,"Julio César Rodríguez lanzó tajante crítica a gobierno de Kast: ""Me sorprende que nadie le diga...","Julio César Rodríguez lanzó tajante crítica a gobierno de Kast: ""Me sorprende que nadie le diga...",171dc7f99c4ff188,informativo,weak-rules-v1.2,False,2026-04-19T03:58:09+00:00,2026-04-20T23:33:16.642567+00:00,,Pagina 7,nacional,validation,https://www.pagina7.cl/entretencion/julio-cesar-rodriguez-lanzo-tajante-critica-a-gobierno-de-kast-me-sorprende-que-nadie-le-diga/,es,0.999994,kept,kept_original
,sensational_language:polemica,0.15,sitemap_url_slug,,,,polémica helhue sukni e hijas 14 04 2026,polemica helhue sukni e hijas 14 04 2026,67e181fb768e20a8,informativo,weak-rules-v1.2,False,2026-04-14T10:12:00-04:00,2026-04-20T23:31:41.188495+00:00,,Meganoticias,nacional,validation,https://www.meganoticias.cl/tendencias/519399-polemica-helhue-sukni-e-hijas-14-04-2026.html,et,0.85714,detected_non_es,GoogleTranslator(auto->es)
,,0.0,news_sitemap,,,,María Jesús Montero se victimiza y se desvincula de los rescates a Air Europa y Plus Ultra,María Jesús Montero se victimiza y se desvincula de los rescates a Air Europa y Plus Ultra,f51c50ff61ed97d2,informativo,weak-rules-v1.2,False,2026-04-20T13:39:50+02:00,2026-04-20T23:38:18.932816+00:00,,ABC,internacional,train,https://www.abc.es/espana/maria-jesus-montero-victimiza-desvincula-rescates-air-20260420125725-nt.html,es,0.999995,kept,kept_original
,,0.0,news_sitemap,,,,Lucas Beltrán se cruza con Demichelis,Lucas Beltrán se cruza con Demichelis,cd473437d8ceecf6,informativo,weak-rules-v1.2,False,2026-04-19T13:43:24+00:00,2026-04-20T23:38:30.076667+00:00,,Mundo Deportivo,internacional,train,https://www.mundodeportivo.com/futbol/valencia/20260419/1004172438/lucas-beltran-cruza-demichelis.html,es,0.999996,kept,kept_original
,,0.0,sitemap_url_slug,,,,libre queda pareja que golpeo a carabineros y a mujer a la que robo 55 kilos de salmon en coronel,libre queda pareja que golpeo a carabineros y a mujer a la que robo 55 kilos de salmon en coronel,c23ccaf4b5f6f56a,informativo,weak-rules-v1.2,False,2026-03-27T05:50:00-03:00,2026-04-20T23:28:49.415052+00:00,,BioBioChile,nacional,train,https://www.biobiochile.cl/noticias/nacional/region-del-bio-bio/2026/03/27/libre-queda-pareja-que-golpeo-a-carabineros-y-a-mujer-a-la-que-robo-55-kilos-de-salmon-en-coronel.shtml,es,0.999996,kept,kept_original
,,0.0,sitemap_url_slug,,,,guerra iran estados unidos satelite china 2ab,guerra iran estados unidos satelite china 2ab,ac99a1ac76a32435,informativo,weak-rules-v1.2,False,2026-04-16T12:15:00-04:00,2026-04-20T23:31:41.176126+00:00,,Meganoticias,nacional,train,https://www.meganoticias.cl/mundo/519597-guerra-iran-estados-unidos-satelite-china-2ab.html,es,0.999998,kept,kept_original
,,0.0,sitemap_url_slug,,,,sorpresa fue campeon de america y figura de colo colo pero hoy juega en la sexta division,sorpresa fue campeon de america y figura de colo colo pero hoy juega en la sexta division,ac045ac7c91cc854,informativo,weak-rules-v1.2,False,2026-04-09T19:40:08.208000+00:00,2026-04-20T23:32:58.295562+00:00,,La Cuarta,nacional,test,https://www.lacuarta.com/deportes/noticia/sorpresa-fue-campeon-de-america-y-figura-de-colo-colo-pero-hoy-juega-en-la-sexta-division/,es,0.999997,kept,kept_original
Sergio Rodriguez,,0.0,rss,,,https://e00-marca.uecdn.es/rss/portada.xml,"Bellingham estalla: ""Es una broma","Bellingham estalla: ""Es una broma",6f65ecac09ae74d6,informativo,weak-rules-v1.2,False,2026-04-16T00:16:49+02:00,2026-04-20T23:37:33.221846+00:00,Real Madrid,Marca,internacional,train,https://www.marca.com/futbol/real-madrid/2026/04/16/bellingham-estalla-expulsion-camavinga-broma-video.html,it,0.424968,kept,kept_original
,question_headline,0.11,news_sitemap,,,,Precio de la luz hoy domingo 19 de abril por franjas y tramos: ¿Cuándo es más barata?,Precio de la luz hoy domingo 19 de abril por franjas y tramos: ¿Cuándo es más barata?,6cd7ebf44ead27f0,informativo,weak-rules-v1.2,False,2026-04-19T05:51:47+00:00,2026-04-20T23:38:30.084042+00:00,,Mundo Deportivo,internacional,train,https://www.mundodeportivo.com/actualidad/20260419/1004172317/precio-luz-hoy-domingo-19-abril-franjas-tramos-cuando-mas-barata-dct.html,es,0.999998,kept,kept_original
,,0.0,sitemap_url_slug,,,,protesta mujeres iran eeuu israel trax,protesta mujeres iran eeuu israel trax,51d5ffe69a3f5eae,informativo,weak-rules-v1.2,False,2026-04-18T13:33:48.859000+00:00,2026-04-20T23:36:22.158372+00:00,,CNN Espanol,internacional,train,https://cnnespanol.cnn.com/2026/04/18/mundo/video/protesta-mujeres-iran-eeuu-israel-trax,ca,0.571426,kept,kept_original
,,0.0,rss,,,https://www.infobae.com/arc/outboundfeeds/rss/category/america/mundo/,"En medio de las negociaciones, Donald Trump aseguró que el uranio iraní será trasladado a Estados Unidos pero el régimen lo desmintió","En medio de las negociaciones, Donald Trump aseguró que el uranio iraní será trasladado a Estados Unidos pero el régimen lo desmintió",85543b94ea591743,informativo,weak-rules-v1.2,False,2026-04-17T21:41:00+00:00,2026-04-20T23:36:23.872449+00:00,,Infobae,internacional,train,https://www.infobae.com/america/mundo/2026/04/17/en-medio-de-las-negociaciones-donald-trump-aseguro-que-el-uranio-irani-sera-trasladado-a-estados-unidos-pero-el-regimen-lo-desmintio/,es,0.999996,kept,kept_original
,curiosity_gap:lo que;curiosity_gap_opener;curiosity_colon_framing,0.46,news_sitemap,,,,Lo que le faltaba: ahora Moria Casán tiene su propio musical,Lo que le faltaba: ahora Moria Casán tiene su propio musical,caed485ee34e6732,clickbait,weak-rules-v1.2,False,2026-04-19T18:15:55+00:00,2026-04-20T23:37:29.590023+00:00,,Clarin,internacional,train,https://www.clarin.com/espectaculos/faltaba-ahora-moria-casan-propio-musical_0_EH3OYOfuXl.html,es,0.999995,kept,kept_original
,concrete_informative_signals,0.0,news_sitemap,,,,"Clima hoy en Bombinhas, Brasil: el pronóstico del tiempo para este domingo 19 abril de 2026","Clima hoy en Bombinhas, Brasil: el pronóstico del tiempo para este domingo 19 abril de 2026",2af726a665c00a94,informativo,weak-rules-v1.2,False,2026-04-19T03:28:01+00:00,2026-04-20T23:37:29.611952+00:00,,Clarin,internacional,train,https://www.clarin.com/informacion-general/clima-hoy-bombinhas-brasil-pronostico-tiempo-domingo-19-abril-2026_0_V7zGxpg4RD.html,es,0.857141,kept,kept_original
,,0.0,sitemap_url_slug,,,,vecinos al limite arrasa y se impone por paliza en su debut a la competencia este fue rating que obtuvo,vecinos al limite arrasa y se impone por paliza en su debut a la competencia este fue rating que obtuvo,79f3e643fa69ea1f,informativo,weak-rules-v1.2,False,2026-03-31T14:40:09.541000+00:00,2026-04-20T23:32:58.337208+00:00,,La Cuarta,nacional,train,https://www.lacuarta.com/espectaculos/noticia/vecinos-al-limite-arrasa-y-se-impone-por-paliza-en-su-debut-a-la-competencia-este-fue-rating-que-obtuvo/,es,0.999994,kept,kept_original
,,0.0,sitemap_url_slug,,,,chilenos menos endeudados hogares ahorran mas en 2025 ante alza de,chilenos menos endeudados hogares ahorran mas en 2025 ante alza de,54777995cf03f2e2,informativo,weak-rules-v1.2,False,2026-04-20T17:23:22+00:00,2026-04-20T23:33:09.445388+00:00,,Diario Financiero,nacional,train,https://www.df.cl/economia-y-politica/macro/chilenos-menos-endeudados-hogares-ahorran-mas-en-2025-ante-alza-de,es,0.999995,kept,kept_original
,question_headline,0.11,news_sitemap,,,,¿A qué hora se estrena el capítulo 1158 de ONE PIECE este domingo 19 de abril? Horarios confirmados por país para el nuevo episodio del Arco de Elbaph en Crunchyroll,¿A qué hora se estrena el capítulo 1158 de ONE PIECE este domingo 19 de abril? Horarios confirmados por país para el nuevo episodio del Arco de Elbaph en Crunchyroll,7e6c51718c6daaee,informativo,weak-rules-v1.2,False,2026-04-19T13:07:00+00:00,2026-04-20T23:37:29.598116+00:00,,Clarin,internacional,train,https://www.clarin.com/estados-unidos/hora-estrena-capitulo-1158-one-piece-domingo-19-abril-horarios-confirmados-pais-nuevo-episodio-arco-elbaph-crunchyroll_0_Mh8RvVqDtg.html,es,0.999997,kept,kept_original
,,0.0,sitemap_url_slug,,,,identifican al hombre muerto en explosion de barrio yungay aun no se determina si instalo la bomba,identifican al hombre muerto en explosion de barrio yungay aun no se determina si instalo la bomba,9ae48cc2b3e39880,informativo,weak-rules-v1.2,False,2025-11-14T19:26:11+00:00,2026-04-20T23:33:16.668127+00:00,,Pagina 7,nacional,train,https://www.pagina7.cl/actualidad/identifican-al-hombre-muerto-en-explosion-de-barrio-yungay-aun-no-se-determina-si-instalo-la-bomba/,es,0.999994,kept,kept_original
,concrete_informative_signals,0.0,news_sitemap,,,,"Clima hoy en Avellaneda, Buenos Aires: el pronóstico del tiempo para este lunes 20 abril de 2026","Clima hoy en Avellaneda, Buenos Aires: el pronóstico del tiempo para este lunes 20 abril de 2026",363c823708184aab,informativo,weak-rules-v1.2,False,2026-04-20T03:09:45+00:00,2026-04-20T23:37:29.571119+00:00,,Clarin,internacional,train,https://www.clarin.com/informacion-general/clima-hoy-avellaneda-buenos-aires-pronostico-tiempo-lunes-20-abril-2026_0_dwwwHaCqzV.html,es,0.999997,kept,kept_original
Alberto Ortega,,0.0,rss,,,https://www.marca.com/rss/googlenews/portada.xml,"Agostini: ""Marc Márquez es el mejor a día de hoy, de la historia...”","Agostini: ""Marc Márquez es el mejor a día de hoy, de la historia...”",39e8e168f4211096,informativo,weak-rules-v1.2,False,2026-04-20T09:59:39+02:00,2026-04-20T23:37:35.790736+00:00,MotoGP,Marca,internacional,train,https://www.marca.com/motor/motogp/2026/04/20/agostini-marc-marquez-mejor-dia-hoy-historia-video.html,es,0.999996,kept,kept_original
